word	weight
database	2.92710044384
junit	0.837821580329
testing	0.780704897072
error	0.556101427429
getting	0.369867687849
dao	0.36876206848
tests	0.355092038174
class	0.326062084882
connection	0.322278074648
locked	0.305778154789
test	0.228230178068
sql	0.219259711108
json	0.185715466496
unit	0.173394832746
view	0.17267284481
android	0.161167202788
problems	0.145901409055
studio	0.136201323852
classes	0.120231207891
working	0.117514158136
