word	weight
map	2.88143300692
google	0.316752968958
fragment	0.242703648619
activity	0.233536676443
family	0.21523029804
getting	0.119467589891
working	0.104026832756
markers	0.103414524295
blank	0.0872028489796
issues	0.0838266950639
showing	0.0817108084689
work	0.0816332234716
set	0.0781472445944
lines	0.0717986617566
xml	0.0661051374121
toolbar	0.0609309049959
layout	0.0578464293941
type	0.0549922958991
maps	0.0530991546098
loading	0.0502062848306
