topic	weight
topic 0	0.0
topic 1	4.93231114015e-05
topic 2	4.4039706997e-05
topic 3	3.05806238569e-07
topic 4	6.29414897096e-05
topic 5	4.20353975053e-05
topic 6	4.27786444512e-05
