word	weight
fragment	2.06935913061
login	1.03157497069
activity	0.418250047276
main	0.214211280736
switching	0.119358854328
problems	0.110453240627
create	0.108986108184
xml	0.0898430592155
layout	0.0879782178436
pass	0.0869641463572
android	0.0849232990364
get	0.0846912109475
async	0.084685927393
error	0.0813194257228
person	0.0720669725211
call	0.0674170598475
task	0.0673231499746
tasks	0.0598275915676
problem	0.0585148881122
crashes	0.0539306229541
