word	weight
function	1.36776436049
tostring	1.17583276988
equals	0.685085339727
find	0.592127436945
emboss	0.349819012521
method	0.297125548346
add	0.157480683056
blur	0.122954614895
fill	0.116395444476
recursion	0.105669722574
project	0.08405239299
motion	0.0812905960314
class	0.0659894786187
hashcode	0.0639574851466
algorithm	0.0612246668675
load	0.0611315478408
debugging	0.0595325869073
problem	0.0582843145945
recursive	0.050448623998
problems	0.0452053662692
